charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
625 ILCS 5 4-103(a)(1) [10833],BK,25,M,2012-12-28T00:00:00,2012-1228156,NO BOND,02-D2-U-3-U,AID/ABET/POSS/SELL STOLEN VEH,None,None
720 ILCS 5 18-2(a)(2) [12366],BK,18,M,2012-12-28T00:00:00,2012-1228155,NO BOND,02-D3-JJ-3-,,None,2012-12-30T22:23:24.254816
720 ILCS 5 16A-3(a) [1060000],BK,49,M,2012-12-28T00:00:00,2012-1228154,None,02-D2-O-2-O,RET THEFT/DISP MERCH/,5000,None
720 ILCS 5 12-3(a)(2) [10530],WH,25,M,2012-12-28T00:00:00,2012-1228153,None,03-AX-A2-1-,,50000,2012-12-30T22:38:44.105141
720 ILCS 5 12-3.2 [930200],WH,49,M,2012-12-28T00:00:00,2012-1228151,None,02-D1-C-2-C,BATTERY/DOMESTIC,100000,None
720 ILCS 5 24-1.6(a)(1) [12474,LT,21,M,2012-12-28T00:00:00,2012-1228150,None,11-CH-3-411,AGG UNLAWFUL USE OF WEAPON/VEH,25000,2013-01-08T05:45:36.274647
720 ILCS 5 24-1.1(a) [1214500],BK,31,M,2012-12-28T00:00:00,2012-1228149,NO BOND,02-D3-JJ-3-,,None,2012-12-30T20:53:58.071280
625 ILCS 5 6-303(a) [13526],BK,50,M,2012-12-28T00:00:00,2012-1228148,None,03-B-3-29-2,DRVG ON SUSP LICENSE/FTA,25000,None
720 ILCS 5 17-32(b) [16260],BK,25,M,2012-12-28T00:00:00,2012-1228147,None,05-A-1-2-1,UNLAWFUL POSS CR/DEBIT CARD,20000,None
625 ILCS 5 11-501(a)(1) [11394,BK,42,M,2012-12-28T00:00:00,2012-1228146,NO BOND,03-B-3-28-1,DRIVING RVK/SUSP DUI/SSS 2ND,15000,None
720 ILCS 5 16A-3(a) [15599],BK,38,M,2012-12-28T00:00:00,2012-1228145,NO BOND,01-C-3-19-2,RET THEFT/DISP MERCH/,50000,2013-01-06T07:37:35.925076
720 ILCS 5 18-2(a)(2) [12366],BK,24,M,2012-12-28T00:00:00,2012-1228144,NO BOND,01-F-2-4-1,,300000,2012-12-30T20:54:30.960528
720 ILCS 5 17-33 [15983],LT,24,M,2012-12-28T00:00:00,2012-1228143,None,03-B-3-12-1,POSSESS LOST CREDIT/DEBIT CARD,75000,None
720 ILCS 5 12-3.2 [930200],WH,55,M,2012-12-28T00:00:00,2012-1228142,None,03-AX-B2-1-,BATTERY/DOMESTIC,30000,2013-01-04T05:00:46.971866
625 ILCS 5 11-501(a) [14716],LT,22,M,2012-12-28T00:00:00,2012-1228141,Bond in Process,C DISCH,AGG DUI/LIC SUSP OR REVOKED,20000,2013-01-17T05:38:51.428616
720 ILCS 570 401.5(a-5) [12006,WH,26,M,2012-12-28T00:00:00,2012-1228140,NO BOND,02-D3-EE-2-,POSS ANY SUB WITH INTENT,100000,None
625 ILCS 5 6-303(a) [13526],LW,36,M,2012-12-28T00:00:00,2012-1228139,None,03-AX-D3-1-,,150000,2012-12-30T23:58:34.011175
625 ILCS 5 11-501(a) [12809],LT,22,M,2012-12-28T00:00:00,2012-1228138,None,03-B-3-8-1,DUI/BAC .16 OR CHILD PASS/1ST,150000,2013-01-09T05:33:56.881829
720 ILCS 570 402(c) [5101110],BK,40,M,2012-12-28T00:00:00,2012-1228137,None,02-D2-O-2-O,POSS AMT CON SUB EXCEPT(A)/(D),20000,None
720 ILCS 570 402(c) [5101110],LT,23,M,2012-12-28T00:00:00,2012-1228136,None,11-AB-1-103,POSS AMT CON SUB EXCEPT(A)/(D),25000,2013-01-03T01:11:26.255633
720 ILCS 5 16-1(a)(1)(B) [1115,BK,34,M,None,2012-1228135,None,02-,,10000,2012-12-29T00:15:49.886233
625 ILCS 5 6-303(a) [13526],LW,34,M,2012-12-28T00:00:00,2012-1228134,NO BOND,11-BA-1-109,,None,2013-01-06T06:41:46.690185
625 ILCS 5 11-501(a) [13665],BK,40,M,2012-12-28T00:00:00,2012-1228133,NO BOND,02-D3-JJ-3-,,None,2012-12-30T21:40:04.711369
625 ILCS 5 11-501(a) [12809],BK,32,M,None,2012-1228132,NO BOND,02-D3-JJ-3-,,None,2012-12-29T01:14:22.326268
625 ILCS 5 6-303(a) [13526],LW,44,M,2012-12-28T00:00:00,2012-1228131,NO BOND,03-A-1-4-2,,None,None
720 ILCS 5 1-3 [11145],BK,49,M,None,2012-1228130,None,03-AX-B2-1-,,500,2012-12-29T01:19:31.512925
625 ILCS 5 6-303(a) [13526],BK,25,M,2012-12-28T00:00:00,2012-1228129,NO BOND,06-L-1-17-1,,None,2012-12-30T20:53:22.883266
625 ILCS 5 6-303(a) [14058],LT,29,M,2012-12-28T00:00:00,2012-1228128,NO BOND,06-H-1-20-1,,None,2012-12-30T23:38:26.411666
720 ILCS 5 32-10 [1415000],BK,44,M,2012-12-28T00:00:00,2012-1228127,NO BOND,01-G-1-16-2,BATTERY/MAKES PHYSICAL CONTACT,1000,2013-01-03T01:03:00.719010
720 ILCS 5 21-5 [1170000],BK,57,M,2012-12-28T00:00:00,2012-1228126,None,08-2E-2-215,CRIM TRESPASS TO STATE LAND,100,None
720 ILCS 5 12-3(a)(2) [12083],BK,23,M,2012-12-28T00:00:00,2012-1228125,None,05-J-2-9-2,BATTERY/MAKES PHYSICAL CONTACT,5000,2013-01-07T06:38:53.335568
720 ILCS 5 24-1(a)(10) [121170,BK,34,F,2012-12-28T00:00:00,2012-1228124,None,04-I-2-12-2,,50000,2012-12-30T21:19:01.512785
000,WH,50,F,2012-12-28T00:00:00,2012-1228123,None,04-J-1-22-2,VIOLATION OF PROBATION,50000,None
720 ILCS 5 12-1(a) [920000],BK,23,M,None,2012-1228122,None,02-D3-JJ-3-,,2500,2012-12-29T01:34:29.738431
720 ILCS 5 12-3.2(a)(2) [10418,BK,26,M,2012-12-28T00:00:00,2012-1228120,None,02-D4-QL-1-,DOMESTIC BTRY/PHYSICAL CONTACT,10000,None
720 ILCS 5 32-10 [1415000],BK,26,M,2012-12-28T00:00:00,2012-1228119,Bond in Process,02-D4-QU-1-,VIO BAIL BOND/CLASS M OFFENSE,10000,2013-01-17T05:32:06.258494
720 ILCS 570 402(c) [5101110],BK,51,F,2012-12-28T00:00:00,2012-1228118,None,04-M-1-7-2,,20000,2012-12-30T23:35:31.512752
,BK,24,F,2012-12-28T00:00:00,2012-1228117,Bond in Process,TRANSIT,,None,2012-12-30T17:04:37.817978
720 ILCS 5 12-3.2(a)(2) [10418,BK,27,M,2012-12-28T00:00:00,2012-1228116,None,02-D4-LU-1-,DOMESTIC BTRY/PHYSICAL CONTACT,7500,2013-01-11T07:14:24.081708
720 ILCS 5 12-3(a)(2) [10530],BK,42,F,2012-12-28T00:00:00,2012-1228115,None,04-Q-1-16-1,BATTERY/MAKES PHYSICAL CONTACT,1000,2013-01-02T23:43:45.657884
720 ILCS 570 402(c) [5101110],BK,35,M,2012-12-28T00:00:00,2012-1228113,None,11-DJ-3-304,POSS AMT CON SUB EXCEPT(A)/(D),40000,None
,LT,28,M,2012-12-28T00:00:00,2012-1228112,,03-B-1-1-1,,None,2012-12-29T00:58:08.936910
000,BK,20,M,2012-12-28T00:00:00,2012-1228111,None,05-J-2-20-1,,100000,2012-12-30T23:53:49.868695
720 ILCS 570 401(d) [11996],BK,22,M,2012-12-28T00:00:00,2012-1228110,None,11-AF-3-311,OTHER AMT METH/ANALOG,25000,2013-01-11T06:36:15.721103
,BK,26,M,2012-12-28T00:00:00,2012-1228109,,11-BH-3-406,,None,2012-12-30T22:19:49.301771
000,BK,39,M,2012-12-28T00:00:00,2012-1228108,None,02-D1-C-2-C,VIOLATION OF PROBATION,25000,2013-01-11T06:32:56.477606
625 ILCS 5 11-501(a) [12809],BK,51,M,2012-12-28T00:00:00,2012-1228107,Bond in Process,C DISCH,,3000,2012-12-30T17:11:14.455294
000,BK,18,M,2012-12-28T00:00:00,2012-1228106,None,05-G-2-10-1,VIOLATION OF PROBATION,50000,2013-01-06T06:41:57.875134
720 ILCS 5 16-1(a)(1) [1014000,WH,45,M,2012-12-28T00:00:00,2012-1228105,NO BOND,03-A-1-5-2,,None,None
720 ILCS 5 21-1(1)(a) [1140000,BK,26,M,None,2012-1228104,Bond in Process,02-,,None,2012-12-28T23:43:01.812413
720 ILCS 5 21-3(a)(1) [10876],BK,17,M,2012-12-28T00:00:00,2012-1228103,NO BOND,06-D-2-15-1,POSS CANNABIS/10-30 GRAM/SUBQ,3000,2013-01-19T06:07:41.723462
720 ILCS 135 1-1 [8292100],WH,47,M,2012-12-28T00:00:00,2012-1228102,NO BOND,C DISCH,HARASSMENT BY TELEPHONE,15000,2013-01-03T00:21:31.004969
720 ILCS 5 18-1(a) [1100000],BK,47,M,2012-12-28T00:00:00,2012-1228101,None,02-D2-W-3-W,ROBBERY,90000,None
720 ILCS 570 402(c) [5101110],WH,28,M,2012-12-28T00:00:00,2012-1228100,NO BOND,06-B-1-13-2,POSS AMT CON SUB EXCEPT(A)/(D),250000,None
,BK,31,M,None,2012-1228099,,02-,,None,2012-12-29T01:02:34.977288
720 ILCS 5 16A-3(a) [1060000],BK,26,M,2012-12-28T00:00:00,2012-1228098,NO BOND,09-3C-3-316,RET THEFT/DISP MERCH/,75000,2013-01-04T06:11:42.937445
720 ILCS 5 24-5(b) [13484],BK,24,M,2012-12-28T00:00:00,2012-1228097,None,05-C-1-15-2,POSS FIREARM W/ DEFACED SER NO,50000,None
720 ILCS 5 19-1(a) [1110000],LW,38,M,2012-12-28T00:00:00,2012-1228096,NO BOND,05-F-1-14-2,BURGLARY,75000,None
625 ILCS 5 6-303(a) [14057],BK,31,M,2012-12-28T00:00:00,2012-1228095,NO BOND,06-J-2-18-1,DRIVING RVK/SUSP DUI/SSS 3RD,50000,None
720 ILCS 5 12-3.2(a)(1) [10416,LB,52,F,2012-12-28T00:00:00,2012-1228094,NO BOND,04-M-1-3-2,DOMESTIC BATTERY/BODILY HARM,25000,2013-01-05T06:43:23.119110
720 ILCS 5 19-1(a) [1110000],BK,50,M,2012-12-28T00:00:00,2012-1228093,None,02-D4-ML-1-,BURGLARY,50000,2013-01-02T23:18:24.179860
,BK,30,M,2012-12-28T00:00:00,2012-1228092,,11-BH-3-405,,None,2013-01-04T07:39:02.738771
720 ILCS 570 402(c) [5101110],BK,44,M,2012-12-28T00:00:00,2012-1228091,None,02-D4-LU-1-,POSS AMT CON SUB EXCEPT(A)/(D),25000,2013-01-16T05:41:06.591570
720 ILCS 5 12-3.3(a) [12300],BK,37,M,2012-12-28T00:00:00,2012-1228090,None,08-2N-2-224,AGGRAVATED DOMESTIC BATTERY,600000,None
625 ILCS 5 11-501(a) [14021],LW,58,F,2012-12-28T00:00:00,2012-1228089,None,08-3E-3-316,,15000,2012-12-30T23:58:54.664210
720 ILCS 5 12-30(a)(1) [999850,BK,33,M,2012-12-28T00:00:00,2012-1228088,None,02-D3-EE-2-,VIOLATE ORDER PROTECTION,20000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,38,F,2012-12-28T00:00:00,2012-1228087,None,04-J-2-24-2,DOMESTIC BATTERY/BODILY HARM,5000,2012-12-29T00:05:24.157732
720 ILCS 5 12-3.2(a)(2) [10418,BK,28,M,2012-12-28T00:00:00,2012-1228086,None,02-D2-T-3-T,DOMESTIC BTRY/PHYSICAL CONTACT,25000,None
720 ILCS 570 402(c) [5101110],BK,41,M,2012-12-28T00:00:00,2012-1228085,None,02-D2-M-1-M,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-06T06:41:59.224699
000,BK,35,F,2012-12-28T00:00:00,2012-1228084,NO BOND,17-WR-N-C-2,VIOLATION OF PROBATION,None,None
720 ILCS 570 402(c) [5101110],LT,19,M,2012-12-28T00:00:00,2012-1228083,None,05-A-1-13-1,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-17T05:57:40.117470
720 ILCS 570 407(b)(1) [512538,BK,42,M,2012-12-28T00:00:00,2012-1228082,NO BOND,02-D1-D-2-D,,25000,2012-12-30T23:18:11.606083
720 ILCS 5 19-1(a) [1110000],LW,28,M,2012-12-28T00:00:00,2012-1228081,None,02-D4-QL-1-,BURGLARY,50000,None
720 ILCS 5 24-1(a)(9) [1211500,LT,17,M,2012-12-28T00:00:00,2012-1228080,None,02-D2-N-1-N,CARRY/POSSESS CONCEALED GUN,50000,None
720 ILCS 5 16A-3(a) [1060000],BK,50,F,2012-12-28T00:00:00,2012-1228079,None,04-J-1-19-1,RET THEFT/DISP MERCH/,50000,2013-01-04T06:54:35.819122
,LW,22,M,2012-12-28T00:00:00,2012-1228078,,02-D4-LU-1-,,None,2012-12-30T20:52:13.582656
,BK,21,M,2012-12-28T00:00:00,2012-1228077,,02-D4-LU-1-,,None,2012-12-30T23:50:11.234754
625 ILCS 5 6-303(a) [13526],LT,25,F,2012-12-28T00:00:00,2012-1228076,NO BOND,04-P-1-15-1,DRVG ON SUSP LICENSE/FTA,5000,2013-01-08T05:02:01.054543
720 ILCS 5 17-3(a)(2) [1080100,WH,37,M,2012-12-28T00:00:00,2012-1228075,None,15-EM,FORGERY/ISSUE/DELIVER DOCUMENT,25000,None
720 ILCS 5 24-1(a)(9) [1211500,WH,21,M,2012-12-28T00:00:00,2012-1228074,None,11-DF-3-312,CARRY/POSSESS CONCEALED GUN,50000,None
720 ILCS 5 12-3.05(e)(1) [1611,BK,23,M,2012-12-28T00:00:00,2012-1228073,NO BOND,C FEMALE,AGG BATTERY/DISCHARGE FIREARM,500000,2013-01-04T06:59:04.858463
720 ILCS 570 402(c) [5101110],BK,24,M,2012-12-28T00:00:00,2012-1228072,NO BOND,11-CG-3-412,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-18T05:31:17.197480
720 ILCS 570 401(d) [11996],BK,50,M,2012-12-28T00:00:00,2012-1228071,None,10-A-4-13-1,OTHER AMT METH/ANALOG,25000,None
720 ILCS 5 18-1(a) [1100000],BK,19,M,2012-12-28T00:00:00,2012-1228068,NO BOND,06-J-1-14-2,ROBBERY,75000,2013-01-14T06:43:46.186916
720 ILCS 570 402(c) [5101110],BK,43,M,2012-12-28T00:00:00,2012-1228067,Bond in Process,GE 02 OUT,,10000,2012-12-30T21:56:32.034825
720 ILCS 570 402(c) [5101110],WH,53,M,2012-12-28T00:00:00,2012-1228066,NO BOND,C DISCH,POSS AMT CON SUB EXCEPT(A)/(D),25000,2013-01-06T06:41:35.768364
720 ILCS 570 402(a)(1)(A) [510,BK,31,M,2012-12-28T00:00:00,2012-1228064,None,02-D1-H-3-H,,20000,2012-12-30T18:42:18.378931
720 ILCS 570 407(b)(1) [512538,BK,25,M,2012-12-28T00:00:00,2012-1228063,None,01-B-1-2-1,MFG/DEL HEROIN/SCH/PUB HS/PK,10000,None
720 ILCS 570 402(c) [5101110],BK,41,M,2012-12-28T00:00:00,2012-1228062,None,02-D4-NL-1-,POSS AMT CON SUB EXCEPT(A)/(D),90000,None
720 ILCS 570 407(b)(1) [512538,BK,36,M,2012-12-28T00:00:00,2012-1228061,None,02-D3-HH-3-,MFG/DEL HEROIN/SCH/PUB HS/PK,75000,2013-01-20T07:15:15.341858
720 ILCS 5 16A-3(a) [15599],BK,53,M,2012-12-28T00:00:00,2012-1228060,NO BOND,02-D2-O-2-O,RET THEFT/DISP MERCH/,50000,2013-01-04T06:13:31.895507
625 ILCS 5 11-501(a) [14041],BK,28,M,2012-12-28T00:00:00,2012-1228059,NO BOND,01-B-1-8-2,FELON POSS/USE WEAPON/FIREARM,50000,None
720 ILCS 570 407(b)(1) [512538,BK,22,M,2012-12-28T00:00:00,2012-1228058,NO BOND,02-D3-JJ-3-,,25000,2012-12-30T22:09:18.207635
625 ILCS 5 4-103(a)(1) [571000,BK,19,M,2012-12-28T00:00:00,2012-1228057,NO BOND,TRANSIT,RECEIVE/POSS/SELL STOLEN VEH,50000,2013-01-07T07:40:26.947385
720 ILCS 570 402(c) [5101110],WH,46,M,2012-12-28T00:00:00,2012-1228056,None,03-A-3-25-1,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-17T05:35:49.438742
720 ILCS 5 18-2(a)(2) [12366],BK,20,M,2012-12-28T00:00:00,2012-1228055,NO BOND,05-D-1-2-1,ARMED ROBBERY/ARMED W/FIREARM,100000,2013-01-04T05:58:52.795765
720 ILCS 570 402(c) [5101110],BK,46,M,2012-12-28T00:00:00,2012-1228054,None,02-D4-PL-1-,POSS AMT CON SUB EXCEPT(A)/(D),20000,2013-01-17T05:54:07.944402
720 ILCS 5 16A-3(a) [15599],BK,49,M,2012-12-28T00:00:00,2012-1228053,NO BOND,C DISCH,RET THEFT/DISP MERCH/,25000,2013-01-04T06:06:39.670116
720 ILCS 5 16A-3(a) [15599],BK,45,M,2012-12-28T00:00:00,2012-1228052,None,02-D2-M-1-M,RET THEFT/DISP MERCH/,50000,None
720 ILCS 570 401(c)(1) [13009],W,21,M,2012-12-28T00:00:00,2012-1228050,NO BOND,03-AX-D3-1-,MFG/DEL 1,None,2012-12-30T18:25:17.305952
625 ILCS 5 11-501(a) [13665],WH,49,M,2012-12-28T00:00:00,2012-1228049,NO BOND,03-AX-D3-1-,,None,2012-12-30T23:51:52.888563
625 ILCS 5 6-303(a) [13526],BK,46,M,2012-12-28T00:00:00,2012-1228048,NO BOND,03-B-1-12-1,,None,None
625 ILCS 5 11-501(a) [14716],WH,23,M,2012-12-28T00:00:00,2012-1228047,None,14-B3-2-26-,AGG DUI/LIC SUSP OR REVOKED,40000,None
720 ILCS 5 19-3(a) [1120000],LT,17,M,2012-12-28T00:00:00,2012-1228046,None,11-BB-1-207,RESIDENTIAL BURGLARY,100000,None
,BK,36,M,2012-12-28T00:00:00,2012-1228044,,02-D4-MU-1-,,None,2013-01-03T00:18:40.339244
720 ILCS 5 12-3.2(a)(2) [10418,WH,45,M,2012-12-28T00:00:00,2012-1228043,NO BOND,C DISCH,DOMESTIC BTRY/PHYSICAL CONTACT,5000,2013-01-12T06:43:32.091858
720 ILCS 5 12-3.2 [930200],BK,23,M,2012-12-28T00:00:00,2012-1228042,None,02-D4-RU-1-,BATTERY/DOMESTIC,25000,None
625 ILCS 5 11-503(a) [6070000],BK,21,M,None,2012-1228041,None,C TRANSFER,,10000,2012-12-28T23:45:29.595042
720 ILCS 5 12-3.2(a)(2) [10418,BK,23,M,2012-12-28T00:00:00,2012-1228040,NO BOND,01-F-2-12-1,FELON POSS/USE FIREARM PRIOR,2500,2013-01-15T07:20:33.404715
720 ILCS 5 12-3.2(a)(1) [10416,BK,45,M,2012-12-28T00:00:00,2012-1228039,None,03-A-2-13-2,DOMESTIC BATTERY/BODILY HARM,2000,2013-01-09T07:27:10.194855
720 ILCS 550 4(a) [5015000],BK,19,M,None,2012-1228038,None,11-AA-1-108,,5000,2012-12-29T01:20:35.027703
720 ILCS 5 16A-3(a) [1060000],BK,31,M,2012-12-28T00:00:00,2012-1228037,None,02-D4-PU-1-,RET THEFT/DISP MERCH/,30000,2012-12-30T18:25:00.184281
720 ILCS 5 12-3.2(a)(2) [10418,WH,21,M,2012-12-28T00:00:00,2012-1228036,None,03-A-2-12-1,DOMESTIC BTRY/PHYSICAL CONTACT,10000,2013-01-14T07:13:19.994728
720 ILCS 5 12-3.2(a)(1) [10416,BK,22,M,2012-12-28T00:00:00,2012-1228035,None,02-D4-RU-1-,,7500,2012-12-31T00:13:46.050731
720 ILCS 5 19-1(a) [1110000],LT,20,M,2012-12-28T00:00:00,2012-1228034,NO BOND,16-BC-B1-AA,,None,None
720 ILCS 5 12-2(a) [16202],AS,51,M,2012-12-28T00:00:00,2012-1228033,None,03-A-2-28-1,AGGRAVATED ASSAULT/PUBLIC PROP,150000,None
720 ILCS 5 12-3.4(a)(1) [16128,BK,33,M,2012-12-28T00:00:00,2012-1228032,None,09-3C-3-335,VIOLATE ORDER PROTECTION,20000,None
720 ILCS 5 12-3.2(a)(2) [10418,BK,46,M,2012-12-28T00:00:00,2012-1228031,NO BOND,C DISCH,DOMESTIC BTRY/PHYSICAL CONTACT,3500,2012-12-30T17:17:00.323899
625 ILCS 5 6-303(a) [14056],WH,28,M,2012-12-28T00:00:00,2012-1228030,NO BOND,02-D4-PL-1-,FLEEING/ATTEMPT ELUDE OFFICER,5000,None
720 ILCS 5 19-3(a) [1120000],BK,29,M,2012-12-28T00:00:00,2012-1228029,None,11-DF-3-408,RESIDENTIAL BURGLARY,100000,None
720 ILCS 5 12-3.2(a)(2) [10418,BK,47,M,2012-12-28T00:00:00,2012-1228028,None,03-A-2-3-1,DOMESTIC BTRY/PHYSICAL CONTACT,2500,2013-01-11T06:56:18.124838
720 ILCS 570 402(c) [5101110],WH,32,M,2012-12-28T00:00:00,2012-1228027,None,03-B-2-7-1,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-11T05:39:54.765171
720 ILCS 5 19-3(a) [1120000],BK,19,M,2012-12-28T00:00:00,2012-1228026,None,15-EM,RESIDENTIAL BURGLARY,20000,None
720 ILCS 570 402(a)(2) [510010,LT,32,M,None,2012-1228025,None,C TRANSFER,,50000,2012-12-28T23:44:32.967261
720 ILCS 570 402(c) [5101110],BK,50,M,2012-12-28T00:00:00,2012-1228024,NO BOND,03-B-2-13-2,POSS AMT CON SUB EXCEPT(A)/(D),15000,None
720 ILCS 570 402(c) [5101110],WH,32,M,None,2012-1228023,None,03-AX-B1-1-,,5000,2012-12-29T01:34:46.638136
720 ILCS 550 5.2(d) [10365],BK,21,M,2012-12-28T00:00:00,2012-1228022,NO BOND,02-D1-G-3-G,MFG/DEL CAN 2.5,None,None
720 ILCS 5 12-3(a)(1) [10529],BK,61,M,2012-12-28T00:00:00,2012-1228021,NO BOND,02-D2-R-2-R,BATTERY/CAUSE BODILY HARM,10000,None
720 ILCS 5 16-1(a)(1) [15463],BK,23,M,2012-12-28T00:00:00,2012-1228020,None,02-D4-OL-1-,THEFT/UNAUTHD CON/,20000,2013-01-07T05:10:43.543789
720 ILCS 5 21-3(a)(2) [11496],BK,23,M,2012-12-28T00:00:00,2012-1228019,NO BOND,C DISCH,CRIMINAL TRESPASS TO LAND,15000,2013-01-08T06:36:48.964917
720 ILCS 5 12-2(a) [16202],BK,32,M,2012-12-28T00:00:00,2012-1228018,None,06-H-1-20-2,AGGRAVATED ASSAULT/PUBLIC PROP,25000,2013-01-06T07:13:04.119433
720 ILCS 135 1-1 [8292100],BK,64,F,None,2012-1228017,None,04-I-1-4-1,,5000,2012-12-29T01:29:54.064837
720 ILCS 550 5(a) [5020000],BK,32,M,2012-12-28T00:00:00,2012-1228016,None,05-D-1-3-1,MFG/DEL CANNABIS,50000,2013-01-07T06:24:54.265781
625 ILCS 5 6-303(a) [13526],WH,56,M,2012-12-28T00:00:00,2012-1228015,NO BOND,03-A-1-5-1,,None,2012-12-30T21:40:14.980687
720 ILCS 600 3.5(a) [10613],WH,20,M,2012-12-28T00:00:00,2012-1228013,None,03-AX-C1-1-,,25000,2012-12-30T21:39:38.579983
720 ILCS 5 12-3.2(a)(2) [10418,BK,36,M,2012-12-28T00:00:00,2012-1228012,NO BOND,02-D3-JJ-3-,,50000,2012-12-30T23:03:34.568683
720 ILCS 5 16A-3(a) [15599],BK,45,M,2012-12-28T00:00:00,2012-1228011,None,02-D4-PL-1-,RET THEFT/DISP MERCH/,5000,2013-01-07T07:43:28.970868
720 ILCS 5 12-3.2(a)(2) [10418,BK,33,M,2012-12-28T00:00:00,2012-1228010,None,02-D1-D-2-D,,10000,2012-12-30T23:12:03.129469
625 ILCS 5 11-501(a)(2) [14722,BK,25,F,2012-12-28T00:00:00,2012-1228009,Bond in Process,04-M-1-19-2,RESIDENTIAL BURGLARY,5000,2013-01-09T07:09:00.934326
625 ILCS 5 6-303(a) [13526],LT,25,M,2012-12-28T00:00:00,2012-1228008,NO BOND,C DISCH,DRVG ON SUSP LICENSE/FTA,50000,2013-01-03T00:39:24.010162
625 ILCS 5 6-303(a) [13526],BK,39,M,None,2012-1228006,None,11-BH-3-407,,50000,2012-12-29T00:17:23.456738
720 ILCS 5 24-1.7(a) [13855],BK,64,M,2012-12-28T00:00:00,2012-1228005,NO BOND,01-H-1-14-2,ARMED HABITUAL CRIMINAL,25000,2013-01-05T06:43:21.013784
720 ILCS 5 16A-3(a) [1060000],WH,47,F,2012-12-28T00:00:00,2012-1228004,NO BOND,04-L-2-17-2,RET THEFT/DISP MERCH/,15000,None
625 ILCS 5 6-303(a) [13526],WH,25,M,2012-12-28T00:00:00,2012-1228003,None,03-A-3-18-2,DRVG ON SUSP LICENSE/FTA,50000,None
720 ILCS 550 4(a) [5015000],BK,29,M,2012-12-28T00:00:00,2012-1228002,Bond in Process,02-D4-NU-1-,POSSESS CANNABIS,25000,None
720 ILCS 5 18-4(a)(4) [12369],BK,17,M,2012-12-28T00:00:00,2012-1228001,None,11-CH-3-411,AGG VEHICLE HIJACKING/FIREARM,200000,None
730 ILCS 150 6 [13783],WH,71,M,2012-12-27T00:00:00,2012-1227166,None,08-3N-3-323,FAIL TO RPT CHNG ADDR/EMPL/2+,125000,None
720 ILCS 5 16A-3(a) [15599],BK,44,F,2012-12-27T00:00:00,2012-1227165,None,04-J-1-15-2,RET THEFT/DISP MERCH/,5000,2013-01-08T05:11:30.168541
720 ILCS 5 21-3(a)(1) [11495],BK,22,M,2012-12-27T00:00:00,2012-1227164,NO BOND,02-D3-BB-2-,CRIMINAL TRESPASS BUILDING,10000,2013-01-07T07:47:32.690958
720 ILCS 5 16-1(a)(4) [15555],LW,48,M,2012-12-27T00:00:00,2012-1227163,None,02-D3-CC-2-,THEFT/STOLEN/,20000,2013-01-08T06:56:55.996584
720 ILCS 5 12-3(a)(2) [10530],BK,36,M,2012-12-27T00:00:00,2012-1227162,None,02-D2-W-3-W,BATTERY/MAKES PHYSICAL CONTACT,10000,None
720 ILCS 5 16A-3(a) [15599],BK,23,M,None,2012-1227161,None,C TRANSFER,,5000,2012-12-27T20:40:00.149979
720 ILCS 5 18-5(a) [10734],BK,24,M,None,2012-1227160,NO BOND,C TRANSFER,,None,2012-12-27T22:37:15.770163
720 ILCS 570 402(c) [5101110],WH,37,M,None,2012-1227159,NO BOND,05-,,None,2012-12-27T19:38:08.410108
720 ILCS 5 12-3.2 [930200],BK,45,M,2012-12-27T00:00:00,2012-1227158,None,03-AX-E1-1-,BATTERY/DOMESTIC,5000,2012-12-30T23:45:49.448793
625 ILCS 5 11-204.1(a)(1) [106,BK,22,M,None,2012-1227157,NO BOND,05-,,None,2012-12-27T21:15:57.105088
720 ILCS 5 12-3.2(a)(1) [10416,BK,19,M,2012-12-27T00:00:00,2012-1227156,None,02-D4-NU-1-,DOMESTIC BATTERY/BODILY HARM,5000,2013-01-16T06:23:39.948507
720 ILCS 5 24-1.1(a) [1214500],BK,20,M,2012-12-27T00:00:00,2012-1227155,None,01-F-1-9-2,FELON POSS/USE WEAPON/FIREARM,30000,None
720 ILCS 5 12-3 [930000],BK,18,M,2012-12-27T00:00:00,2012-1227154,None,02-D3-GG-3-,BATTERY,25000,2013-01-12T07:06:33.715288
720 ILCS 5 12-14.1(a)(1) [1106,BK,45,M,2012-12-27T00:00:00,2012-1227153,None,10-D-3-11-1,PREDATORY CRIMINAL SEXUAL ASLT,500000,None
625 ILCS 5 6-303(a) [13526],LT,26,M,None,2012-1227152,None,02-,,25000,2012-12-27T19:43:42.534394
720 ILCS 570 402(c) [5101110],WH,35,M,2012-12-27T00:00:00,2012-1227151,NO BOND,05-B-2-20-1,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
